product_key,brand,brand_source,product_name,original_name,ingredients_raw,energy_kcal,price_per_day,product_url,type_of_food,dog_ages,form,source,import_timestamp
millieswolfheart|millies_wolfheart_tracker_mix|dry,Millie's Wolfheart,url,Millies Wolfheart Tracker Mix,Millies Wolfheart Tracker Mix Review,"Freshly Prepared Trout (28%), Sweet Potato (16%), Potato, Freshly Prepared White Fish (13%), Dried Fish (12%), Chickpeas, Freshly Prepared Beef Tripe (4%), Tapioca, Salmon Oil (1.5%), Salmon Gravy (1.5%), Tomato Pomace, Minerals, Joint Pack (Glucosamine 177.5 mg/kg, Methylsulfonylmethane 177.5 mg/kg, Chondroitin Sulphate 125 mg/kg), Mixed Herbs, Dried Apple, Burdock Root, Dried Chamomile, Dried Carrot, Dried Cranberry, Dried Dandelion, Aniseed, Fenugreek, Dried Seaweed, Dried Peppermint, Yucca Extract.",339.0,0.81,https://www.allaboutdogfood.co.uk/dog-food-reviews/1318/millies-wolfheart-tracker-mix,Complete Dry extruded,From weaning to old age,dry,allaboutdogfood,2025-09-15T13:49:40.712531
lukullus|lukullus_adult_dry|dry,Lukullus,product_name,Lukullus Adult Dry,Lukullus Adult Dry Review,"26% Chicken Meat (Dried and Ground), 13% Wholegrain Rice (Ground), 13% Wholegrain Maize, Potato (Dried and Ground), 5% Rapeseed Oil (Cold-Pressed), 4% Trout (Dried and Ground), Dried Seaweed, Linseed, Beetroot, Beet Pulp, 3.5% Dried Herbs, 2% Dried Pears, 2% Dried Apples, 1.5% Hemp Oil, 1% Fish Oil, Millet, Gelatine, Caraway, Milk Thistle Seeds, Clay, 0.5% Mussel Meat Extract from Perna Canaliculus, Yucca Schidigera (Dried and Ground), Dried Egg",,0.75,https://www.allaboutdogfood.co.uk/dog-food-reviews/0628/lukullus-adult-dry,Complete Dry cold pressed,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.712568
drveneta|dr_veneta_freezedried_stay_mobile|dry,Dr Veneta,manufacturer,Dr Veneta Freeze-Dried Stay Mobile,Dr Veneta Freeze-Dried Stay Mobile Review,"Chicken (75.2%), Swede (10%), Carrot (6%), Chicken Heart (5%), Blueberry (1%), Beet Pulp, Seaweed, Fermented Saccharomyces Cerevisiae, Marine Collagen, Chicory Root, Glucosamine, Chondroitin Sulphate, Yucca, Dandelion Root, Green Tea, Hawthorn Leaf, Boswellia, Ginger, Turmeric, Black Pepper.",,8.82,https://www.allaboutdogfood.co.uk/dog-food-reviews/4287/dr-veneta-freeze-dried-stay-mobile,Complete Dry freeze-dried,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.712601
scrumbles|scrumbles_adult_senior_salmon|dry,Scrumbles,manufacturer,Scrumbles Adult & Senior Salmon,Scrumbles Adult & Senior Salmon Review,"28% Salmon (26% Freshly Prepared Salmon, 2% Salmon Oil) 22.5% Sweet Potato, 22% Potato, 17% Dehydrated Ocean Fish, Vegetable Digest, 2.5% Alfalfa, 1% Sunflower Oil, 1% Brewers Yeast, Vitamins and Minerals, 0.8% Whole Linseed, 0.8% Dried Carrot, 0.2% Chicory Extract Source of Prebiotic FOS, 0.04% Glucosamine, 0.04% MSM, 0.028% Chondroitin, 0.02% Yucca, Dried Spearmint.",,0.94,https://www.allaboutdogfood.co.uk/dog-food-reviews/2463/scrumbles-adult-and-senior-salmon,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.712636
laughing_dog_wheat_free_senior_complete|dry,Unknown,default,Laughing Dog Wheat Free Senior Complete,Laughing Dog Wheat Free Senior Complete Review,"Turkey (29%), Sweet Potato (25%), Oatmeal (19%), Barley Meal (13.5%), Organic Sunflower Oil, Carrot Puree, Linseed (2%), Limestone Flour, Minerals*, Rosehip (1%), Chondroitin (0.03%), Glucosamine (0.03%). *Minerals Include Vitamins B Complex, Vitamin C, Vitamin K, Citrus Extract, Tocopherols, Yucca Extract, Rosemary Extract.",316.0,1.12,https://www.allaboutdogfood.co.uk/dog-food-reviews/0498/laughing-dog-wheat-free-senior-complete,Complete Dry baked,From 7 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.712677
natures_way_50_recipes|dry,Unknown,default,Nature's Way 50% Recipes,Nature's Way 50% Recipes Review,"50% Chicken (21% Fresh Chicken, 21% Dried Chicken, 5% Chicken Fat, 3% Chicken Liver), Brown Rice (21%), Barley, Harvest Oats, Beet Pulp, Linseed, Salmon Oil, Sunflower Oil, Minerals, Vitamins, Yucca Schidigera Extract, Glucosamine (0.017%), MSM (0.017%), Chondroitin (0.01%), Mixed Herbs (Thyme, Marjoram, Sage, Basil, Parsley, Oregano), Prebiotic MOS, Prebiotic FOS.",,0.62,https://www.allaboutdogfood.co.uk/dog-food-reviews/0833/natures-way-50-percent-recipes,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.712716
poppyspicnic|poppys_picnic_raw_power_mince|raw,Poppy's Picnic,manufacturer,Poppy's Picnic Raw Power Mince,Poppy's Picnic Raw Power Mince Review,"43% Free Range Skinless Chicken (33% Boneless Chicken Thigh, 10% Chicken Drumstick), 38% Grass Fed Beef (21% Beef Meat, 9% Beef Heart, 4% Beef Kidney, 4% Beef Liver), Fresh Vegetables (4% Sweet Potato, 4% Green Cabbage, 4% Carrots, 4% Parsnip, Parsley), Organic Crude Wheatgerm, Sustainably Sourced Wild Salmon Oil, Natural Vitamin E from Sunflower Oil, 0.6% Kelp Seaweed, 0.44% Spirulina, 0.34% Wheatgrass, 0.2% Turmeric.",152.0,2.09,https://www.allaboutdogfood.co.uk/dog-food-reviews/2280/poppys-picnic-raw-power-mince,Complete Raw,From 2 months to old age,raw,allaboutdogfood,2025-09-15T13:49:40.712747
growling_tums_adult|dry,Unknown,default,Growling Tums Adult,Growling Tums Adult Review,"Chicken 29% (Dried Chicken 26%, Chicken Fat 3%), Rice (26%), Barley, Oats, Beet Pulp (2%), Dried Fish, Brewers Yeast, Minerals, Vitamins, Yucca Extract (190 mg/kg).",,0.64,https://www.allaboutdogfood.co.uk/dog-food-reviews/2531/growling-tums-adult,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.712785
seven|seven_grain_free_seniorlight|dry,Seven,product_name,Seven Grain Free Senior/Light,Seven Grain Free Senior/Light Review,"Trout & Salmon 50% (Freshly Prepared Trout 30%, Dried Salmon 11%, Freshly Prepared Salmon 4%, Salmon Oil 3%, Salmon Stock 2%), Sweet Potato (24%), Potato, Peas (6%), Beet Pulp, Pea Protein, Linseed, Potato Protein, Minerals, Vitamins, Vegetable Stock, Asparagus (0.3%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/kg), FOS (96 mg/kg), MOS (24 mg/kg)",340.0,0.68,https://www.allaboutdogfood.co.uk/dog-food-reviews/1892/seven-grain-free-senior-light,Complete Dry extruded,From 7 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.712824
jollyes|k9_optimum_senior_wet|wet,Jollyes,manufacturer,K9 Optimum Senior Wet,K9 Optimum Senior Wet Review,"Chicken (65%), Dried Brown Rice (3.75%), Minerals, Dried Carrot (0.6%), Dried Potato (0.6%), Flaxseed Oil (0.5%), Salmon Oil (0.5%), Dried Seaweed (0.08%), Chicory Root Powder (0.03%), Glucosamine Hcl (0.01%), Chondroitin.",,2.77,https://www.allaboutdogfood.co.uk/dog-food-reviews/4391/k9-optimum-senior-wet,Complete Wet paté/loaf,From 7 years to old age,wet,allaboutdogfood,2025-09-15T13:49:40.712857
hillsscienceplan|hills_science_plan_adult_1_sensitive_stomach_skin_|dry,Hill's Science Plan,product_name,Hill's Science Plan Adult 1+ Sensitive Stomach & Skin Medium,Hill's Science Plan Adult 1+ Sensitive Stomach & Skin Medium Review,"Brewers' Rice, Maize, Chicken and Turkey Meal, Maize Gluten Meal, Dried Whole Egg, Digest, Animal Fat, Dried Beet Pulp, Vegetable Oil, Minerals, Flaxseed.",372.0,1.0,https://www.allaboutdogfood.co.uk/dog-food-reviews/0427/hills-science-plan-adult-1-sensitive-stomach-and-skin-medium,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.712895
wainwrights|wainwrights_kibble_freeze_dried_raw|dry,Wainwright's,product_name,Wainwright's Kibble + Freeze Dried Raw,Wainwright's Kibble + Freeze Dried Raw Review,"Beef 52.5% (Freshly Prepared Grass Fed Beef 24%, Beef Meal 14%, Freeze Dried Beef Pieces 8%, Beef Fat 6.5%), Sweet Potato (24%), Potato, Minerals, Vegetable Stock, Beet Pulp (2.5%), Dried Carrot (1%), Alfalfa, Linseed (0.5%), Seaweed Meal (0.45%), Chicory Root Extract (0.1%), Dried Spinach (0.05%), Dried Nettle, Dried Parsley, Dried Rosemary, Yucca Extract (0.02%), Glucosamine (0.02%), Chondroitin (0.015%), Turmeric (0.005%), Dried Spearmint.",,1.67,https://www.allaboutdogfood.co.uk/dog-food-reviews/4522/wainwrights-kibble-and-freeze-dried-raw,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.712932
harringtons|harringtons_dry_puppy|dry,Harrington's,product_name,Harringtons Dry Puppy,Harringtons Dry Puppy Review,"Meat Meals 30% (Including 6.5% Dried Turkey), Maize, Rice (14%), Oats, Poultry Fat, Peas, Beet Pulp, Freshly Prepared Chicken (4%), Salmon Oil (1%), Minerals, Poultry Gravy (0.5%), Seaweed (0.1%), FOS (0.1%), Yucca Extract (0.01%).",,0.39,https://www.allaboutdogfood.co.uk/dog-food-reviews/0594/harringtons-dry-puppy,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.712968
akela|akela_9010_ultra_complete|dry,Akela,product_name,Akela 90:10 Ultra Complete,Akela 90:10 Ultra Complete Review,"Dehydrated Chicken 29%, Dehydrated Herring 14%, Dehydrated Salmon 11%, Freshly Prepared Chicken 11%, Dehydrated Turkey 10%, Sweet Potato 7%, Freshly Prepared Salmon 7%, Freshly Prepared Chicken Liver 3%, Tapioca 2%, Chicken Fat 2%, Freshly Prepared Free Range Egg 1%, Chicken Stock 1%, Salmon Oil 1%, Minerals, Vitamins, Chick Pea Flour, Whole Linseed, Alfalfa, Lentils, Pre Biotic FOS 0.1%, Joint Support (Glucosamine 180mg/kg, MSM 180mg/kg, Chondroitin Sulphate 125mg/kg), Dried Apple, Organic Peas, Dried Organic Spinach, Dried Organic Pumpkin, Dried Organic Carrot, Camomile, Marigold Petals, Aniseed and Fenugreek, Peppermint, Yucca Extract, Dried Seaweed, Dried Cranberry, Dried Dandelion Herb, Dried Pear, Rosemary, Fennel, Dried Blueberry, Dried Garlic, Rosehips, Dried Burdock Root, Organic Honey.",377.5,0.92,https://www.allaboutdogfood.co.uk/dog-food-reviews/4022/akela-90-10-ultra-complete,Complete Dry extruded,From 2 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713004
wellness|wellness_core_95|wet,Wellness,product_name,Wellness Core 95%,Wellness Core 95% Review,"66% Turkey (Hearts, Liver, Meat, Neck), 29% Turkey Broth, 4% Kale, 1% Minerals.",,3.44,https://www.allaboutdogfood.co.uk/dog-food-reviews/1841/wellness-core-95-percent,Complete Wet paté/loaf,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.713038
farmina_natural_delicious_ancestral_grain_adult_mi|dry,Unknown,default,Farmina Natural & Delicious Ancestral Grain Adult Mini,Farmina Natural & Delicious Ancestral Grain Adult Mini Review,"Fresh Boneless Chicken (20%), Dehydrated Chicken Meat (18%), Spelt (10%), Oats (10%), Chicken Fat, Dehydrated Whole Eggs, Fresh Herring, Dehydrated Herring, Dried Beet Pulp, Fish Oil, Fibre Vegetable of Peas, Dried Carrots, Dried Alfalfa, Inulin, Fructooligosaccharides, Mannan-Oligosaccharides, Pomegranate Powder (0.5%), Dehydrated Apple, Spinach Powder, Psyllium (0.3%), Powdered Blackcurrant, Dehydrated Sweet Orange, Powdered Blueberries, Sodium Chloride, Dried Brewer's Yeast, Turmeric Root (0.2%), Glucosamine, Chondroitin Sulphate, Marigold Extract (Source of Lutein).",434.6,1.21,https://www.allaboutdogfood.co.uk/dog-food-reviews/1536/farmina-natural-and-delicious-ancestral-grain-adult-mini,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713080
alpha_sensitive|dry,Unknown,default,Alpha Sensitive,Alpha Sensitive Review,"Whole Maize, Whole Oats, Beef Meat Meal, White Rice 12.0%, Poultry Meat Meal 7.0%, Poultry Oil, Fish Meal, Whole Linseed 2.5%, Brewers Yeast, Fructo Oligosaccharides 0.2%, Extract of Yucca Schidigera.",,0.68,https://www.allaboutdogfood.co.uk/dog-food-reviews/0455/alpha-sensitive,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.713119
acana|acana_highest_protein|dry,Acana,product_name,Acana Highest Protein,Acana Highest Protein Review,"Fresh Chicken (11%), Raw Turkey (9%), Fresh Chicken Giblets 9% (Liver, Heart), Chicken Meal (9%), Herring Meal (9%), Whole Green Peas, Whole Red Lentils, Whole Chickpeas, Raw Freshwater Lake Fish 6% (Tullibee, Whitefish, Northern Pike, Mullet), Turkey Meal (6%), Eggs (4%), Chicken Fat (4%), Whole Green Lentils, Whole Pinto Beans, Whole Yellow Peas, Lentil Fibre, Fish Oil (2%), Pea Starch, Raw Turkey Liver (1%), Dried Kelp, Salt, Freeze-Dried Chicken and Liver, Fresh Whole Pumpkin, Fresh Whole Butternut Squash, Fresh Whole Carrots, Fresh Whole Apples, Fresh Whole Pears, Fresh Whole Zucchini, Dried Chicory Root, Fresh Kale, Fresh Spinach, Fresh Turnip Greens, Fresh Beet Greens, Whole Cranberries, Whole Blueberries, Whole Saskatoon Berries, Turmeric, Milk Thistle, Burdock Root, Lavender, Marshmallow Root, Rosehips.",,1.09,https://www.allaboutdogfood.co.uk/dog-food-reviews/0081/acana-highest-protein,Complete Dry extruded,From weaning to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713155
natures_deli_senior_wet_food|wet,Unknown,default,Natures Deli Senior Wet Food,Natures Deli Senior Wet Food Review,"Turkey (30%), Chicken (30%), Carrots, Peas, Brown Rice (3%), Salmon Oil, Pea Fibre, Minerals, Chicory Root (0.2%), Sage (0.1%), Glucosamine (600mg/ Kg), Chondroitin Sulphate (600mg/kg), MSM (600mg/kg).",,2.46,https://www.allaboutdogfood.co.uk/dog-food-reviews/2709/natures-deli-senior-wet-food,Complete Wet paté/loaf,From 7 years to old age,wet,allaboutdogfood,2025-09-15T13:49:40.713194
natures_deli_adult_light|dry,Unknown,default,Natures Deli Adult Light,Natures Deli Adult Light Review,"Turkey 30% (Turkey Meal 22.5%, Turkey 5.6%, Turkey Gravy 1.9%), Brown Rice (29%), White Rice (18.5%), Dried Beet Pulp, Dried Sweet Potato (2.8%), Turkey Fat (1.9%), Dried Peas (1.9%), Dried Chick Peas (1.9%), Dried Pumpkin (1.9%), Minerals, Brewers Yeast, Vegetable Stock, Linseed Oil, Dried Carrot (0.5%), Yeast (0.14%), Chicory Root Extract (0.14%), Dried Rosemary, Yucca Schidigera (0.023%), Glucosamine (0.012%), Dried Cranberry, Dried Dandelion Root, Dried Pomegranate, Chondroitin Sulphate (0.005%)",,0.92,https://www.allaboutdogfood.co.uk/dog-food-reviews/2695/natures-deli-adult-light,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.713236
hillsscienceplan|hills_prescription_diet_metabolic_weight_managemen|dry,Hill's Science Plan,url,Hills Prescription Diet Metabolic Weight Management,Hills Prescription Diet Metabolic Weight Management Review,"Wheat, Chicken Meal (8%), Turkey Meal, Maize Gluten Meal, Pea Bran Meal, Maize, Dried Tomato Pomace, Protein Hydrolysate, Cellulose, Linseeds, Animal Fats, Dried Orange Pulp, Coconut Oil, Minerals, Dried Carrots, Vitamins.",,1.42,https://www.allaboutdogfood.co.uk/dog-food-reviews/3831/hills-prescription-diet-metabolic-weight-management,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713278
bosch|bosch_light|dry,Bosch,product_name,Bosch Light,Bosch Light Review,"Poultry Meat Meal (18 %), Rice, Barley, Maize, Millet, Beet Pulp (Desugared), Cellulose Powder, Hydrolysed Protein, Fish Meal, Animal Fat, Peas, Fish Oil, Yeast, Potassium Chloride, Sodium Chloride, Green-Lipped Mussel Extract (0.1 %), Chicory (Dried), Antioxidants.",317.7,0.3,https://www.allaboutdogfood.co.uk/dog-food-reviews/0921/bosch-light,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.713316
nourish|nourish_grain_free_puppy|dry,Nourish,product_name,Nourish Grain Free Puppy,Nourish Grain Free Puppy Review,"Salmon, Haddock & Blue Whiting 60% (Freshly Prepared Salmon 21%, Dried Salmon 16%, Freshly Prepared Blue Whiting 11%, Freshly Prepared Haddock 10%, Salmon Stock 2%), Sweet Potato (20%), Potato, Beet Pulp, Peas (6%), Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Asparagus (0.2%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/kg), Nucleotides, FOS (96 mg/kg), MOS (24 mg/kg).",,0.83,https://www.allaboutdogfood.co.uk/dog-food-reviews/2543/nourish-grain-free-puppy,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.713353
husse|husse_senior|dry,Husse,product_name,Husse Senior,Husse Senior Review,"Chicken Meal 15%, Wheat, Rice, Wheat Meal, Beet Pulp, Pork Fat, Fish Meal 5%, Linseed, Hydrolyzed Animal Protein, Whole Eggs, Salmon Oil, Yeast, Fructo-Oligosaccharides (0.3%), Potassium Chloride, Lecithin, Tagetes, Sea Algae, Grape Seed Extract.",373.0,0.54,https://www.allaboutdogfood.co.uk/dog-food-reviews/0802/husse-senior,Complete Dry extruded,From 7 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713389
pitpat_senior_dry|dry,Unknown,default,PitPat Senior Dry,PitPat Senior Dry Review,"Whole Grain Corn, Dried Poultry Protein 10.0%, Rice, Beet Fibre, Hydrolysed Poultry Protein, Poultry Fat, Minerals, Chicory Root (Ground), Dried New Zealand Green-Lipped Mussel Meat (Perna Canaliculus).",,1.28,https://www.allaboutdogfood.co.uk/dog-food-reviews/2925/pitpat-senior-dry,Complete Dry extruded,From 7 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713432
sabrepetfood|alpha_spirit_realfood_complete|unknown,Sabre Pet Food,manufacturer,Alpha Spirit Realfood Complete,Alpha Spirit Realfood Complete Review,"52% Fresh Duck (Meat, 5% Sweetbreads), Vegetables (Sweet Potato, Peas, Carrot), Potato Starch, Parsley, Turmeric, Tomato, Oregano, Olive Oil, Broth.",140.1,7.35,https://www.allaboutdogfood.co.uk/dog-food-reviews/4362/alpha-spirit-realfood-complete,Complete Shelf Fresh,From 12 months to old age,unknown,allaboutdogfood,2025-09-15T13:49:40.713463
edmondsons|edmondsons_seniorlight|dry,Edmondson's,product_name,Edmondson's Senior/Light,Edmondson's Senior/Light Review,"Trout & Salmon 50% (Freshly Prepared Trout 30%, Dried Salmon 11%, Freshly Prepared Salmon 4%, Salmon Oil 3%, Salmon Stock 2%), Sweet Potato (24%), Potato, Peas (6%), Beet Pulp, Pea Protein, Linseed, Potato Protein, Minerals, Vitamins, Vegetable Stock, Asparagus (0.3%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/kg), FOS (96 mg/kg), MOS (24 mg/kg)",340.0,0.83,https://www.allaboutdogfood.co.uk/dog-food-reviews/2364/edmondsons-senior-light,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713501
country_pursuit_premium|dry,Unknown,default,Country Pursuit Premium,Country Pursuit Premium Review,"Maize, Chicken Meal 20%, Rice 16%, Barley, Fish Meal, Sugar Beet Pulp, Chicken Fat, Whole Linseed, Minerals, Sodium Chloride, Chicory, Yucca Extract.",372.0,0.92,https://www.allaboutdogfood.co.uk/dog-food-reviews/1858/country-pursuit-premium,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713541
waitrose_senior_grain_free|dry,Unknown,default,Waitrose Senior Grain Free,Waitrose Senior Grain Free Review,"Chicken 50% (of which 26% Fresh), Sweet Potato (33%), Beet Pulp (6%), Linseed (4%), Poultry Fat, Chicken Gravy, Minerals, Alfalfa, Yucca Extract (0.02%), Glucosamine (0.02%), Chondroitin (0.01%), Antioxidants.",366.0,0.65,https://www.allaboutdogfood.co.uk/dog-food-reviews/2512/waitrose-senior-grain-free,Complete Dry extruded,From 7 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713580
brit|brit_premium_by_nature_adult_small|dry,Brit,product_name,Brit Premium by Nature Adult Small,Brit Premium by Nature Adult Small Review,"Chicken 50% (Dehydrated 30%, Deboned 20%), Oats, Wheat, Chicken Fat, Corn, Apples Dried, Salmon Oil (2%), Hydrolysed Chicken Liver, Brewers Yeast, Collagen, Crustacean Shells (210 mg/kg), Cartilage (150 mg/kg), Herbs &Amp; Fruit (Cloves, Citrus, Rosemary, Curcuma, 120 mg/kg), Mannan-Oligosaccharides (120 mg/kg), Fructo- Oligosaccharides (90 mg/kg), Mojave Yucca (90 mg/kg), Chamomile Dried (80 mg/kg), Green-Lipped MusselS (50 mg/kg), Blueberries Dried (50 mg/kg).",,0.69,https://www.allaboutdogfood.co.uk/dog-food-reviews/3001/brit-premium-by-nature-adult-small-,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713615
chappie|chappie_adult_complete|dry,Chappie,product_name,Chappie Adult Complete,Chappie Adult Complete Review,"Cereals (Including 4% Whole Wheat), Meat and Animal Derivatives 15% (Including 4% Chicken), Oils and Fats, Derivatives of Vegetable Origin, Antioxidants.",340.0,0.57,https://www.allaboutdogfood.co.uk/dog-food-reviews/0175/chappie-adult-complete,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713651
montys_larder|unknown,Unknown,default,Monty's Larder,Monty's Larder Review,"Beef 60% (Meat 45%, Beef Heart 10%, Liver 5%), Chickpeas, Potatoes, Carrots, Spinach, Beef Stock, Apples, Calcium Carbonate, Salmon Oil, Turmeric, Seed Mix (Hemp, Sunflower, Safflower), Salt, Kelp, Thyme.",180.0,3.51,https://www.allaboutdogfood.co.uk/dog-food-reviews/2878/montys-larder,Complete Chilled Fresh,From weaning to old age,unknown,allaboutdogfood,2025-09-15T13:49:40.713690
jollyes|lifestage_raw_puppy|raw,Jollyes,manufacturer,Lifestage Raw Puppy,Lifestage Raw Puppy Review,"Chicken with Bone (68.5%), Carrot (10%), Chicken Liver (8%), Broccoli (5%), Beef Kidney (4%), Spinach (2%), Kale (1%), Salmon Oil, Chicory Extract, Inulin, MOS, Yeast, Glucosamine (400 mg/kg), Chondroitin (300 mg/kg), Yucca Extract, Thyme, Cranberry, Dandelion Root, Marigold, Ginger, Turmeric.",,3.85,https://www.allaboutdogfood.co.uk/dog-food-reviews/4403/lifestage-raw-puppy,Complete Raw,From weaning to 12 months,raw,allaboutdogfood,2025-09-15T13:49:40.713720
essential|essential_nautical_living|dry,Essential,manufacturer,Essential Nautical Living,Essential Nautical Living Review,"Fresh Salmon and Trout (42%), Sweet Potato, the Seasons Dried Fish (18%), Peas, Dried Salmon (6%), Whole Eggs (3%), the Seasons Fresh Fish (3%), Omega 3 Oil (3%), Linseed, Alfalfa, Salmon Gravy (2%), Potato, Pea Fibre, Vitamins, Minerals, Mannan Oligosaccharides, Fructooligosaccharides, Glucosamine, Chondroitin, Cranberry, Acai, Bilberry, Mulberry, Apple, Tomato, Orange, Pear, Carrot, Spinach, Cauliflower, Seaweed, Marigold, Ginseng, Green Tea, Ginger.",358.0,1.12,https://www.allaboutdogfood.co.uk/dog-food-reviews/1326/essential-nautical-living,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713750
skinners_life_puppy|dry,Unknown,default,Skinner's Life Puppy,Skinner's Life Puppy Review,"Chicken Meat Meal (min 30%), Maize, Chicken Fat, Brown Rice, Oats, Maize Gluten Meal, Sunflower Meal, Whole Linseed, Beet Pulp, Whole Dried Egg, Vitamins, Minerals and Trace Elements, Yeast, MOS.",,0.83,https://www.allaboutdogfood.co.uk/dog-food-reviews/2429/skinners-life-puppy,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.713789
eukanuba|eukanuba_thriving_mature_toy_breed|dry,Eukanuba,product_name,Eukanuba Thriving Mature Toy Breed,Eukanuba Thriving Mature Toy Breed Review,"Dried Chicken & Turkey 26% (Including Chicken 16%), Fresh Chicken (15%), Maize, Poultry Fat, Wheat, Fish Meal, Oats, Rice, Barley, Chicken Gravy, Dried Beet Pulp (3.5%), Dried Whole Egg, Fructooligosaccharides (0.76%), Minerals (Including Sodium Hexametaphosphate 0.35%), Fish Oil, Mannanoligosaccharides, Brewer's Dried Yeast, Glucosamine (0.04%).",,1.02,https://www.allaboutdogfood.co.uk/dog-food-reviews/1899/eukanuba-thriving-mature-toy-breed,Complete Dry extruded,From 9 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713829
jollyes|k9_optimum_adult_can|wet,Jollyes,manufacturer,K9 Optimum Adult Can,K9 Optimum Adult Can Review,"Chicken 50%, Minerals, Potato Starch, Poultry Plasma 0.7%, Dried Carrot 0.47%, Dried Potato 0.47%, Flaxseed Oil 0.1%, Salmon Oil 0.1%, Dried Seaweed 0.04%, Chicory Root Powder 0.03%, Glucosamine Hcl 0.01%, Chondroitin.",,3.65,https://www.allaboutdogfood.co.uk/dog-food-reviews/3654/k9-optimum-adult-can,Complete Wet chunks in gravy/jelly,From 12 months to 7 years,wet,allaboutdogfood,2025-09-15T13:49:40.713858
natures_deli_grain_free_senior_wet_food|wet,Unknown,default,Natures Deli Grain Free Senior Wet Food,Natures Deli Grain Free Senior Wet Food Review,"Beef (40%), Chicken (31%), Dried Sweet Potato (1%), Dried Carrot (0.5%), Dried Peas (0.3%), Minerals, Dried Broccoli (0.2%), Dried Mixed Herbs, Sunflower Oil (0.1%), Prebiotic Mannan-Oligosaccharides (0.1%), Chicory Root Extract (0.1%), Dried Seaweed (0.06%), Glucosamine (0.04%), Chondroitin (0.02%), Yucca Extract (0.02%), Cranberry Extract (0.02%), Methylsulfonylmethane (0.02%), Yeast Extract (0.01%).",,3.08,https://www.allaboutdogfood.co.uk/dog-food-reviews/2704/natures-deli-grain-free-senior-wet-food,Complete Wet paté/loaf,From 7 years to old age,wet,allaboutdogfood,2025-09-15T13:49:40.713899
pure|icepaw_sport_pure_3020|dry,Pure,url,Icepaw Sport Pure 30/20,Icepaw Sport Pure 30/20 Review,"Fish Flour (Herring) 35%, Rice 31%, Rice Flour 4%, Poultry Fat, Salmon Oil 4%, Dried Beet Pulp, Linseed Oil 0.2%, Rosemary Extract 0.01%, Glucosamine-Hcl 0.01%, Yucca Schidigera 0.02%.",,1.2,https://www.allaboutdogfood.co.uk/dog-food-reviews/1713/icepaw-sport-pure-30-20,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.713941
